source_id,category,paper_id_guess,doi,title_guess,main_pdf_path,markdown_path,supplementary_detected,detection_method,supplementary_source,supplementary_url,supplementary_file_type,supplementary_local_path,download_status,needs_manual_download,confidence,detection_hits,evidence_strength,strong_evidence_hits,weak_evidence_hits,notes
mechanism__312_yang_等_2009_density_functional_theory_study_of_the_aluminium_iii_hydrolysis_in_aqueous_solution,mechanism,312_Yang 等 - 2009 - Density functional theory study of the aluminium(iii) hydrolysis in aqueous solution,10.1039/b819484j,Density functional theory study of the aluminium(III) hydrolysis in aqueous solution†,G:\paper\Sorted_Database\Mechanism\312_Yang 等 - 2009 - Density functional theory study of the aluminium(iii) hydrolysis in aqueous solution.pdf,data\markdown\mechanism\312_Yang 等 - 2009 - Density functional theory study of the aluminium(iii) hydrolysis in aqueous solution.md,true,markdown_keyword,markdown_link,https://doi.org/10.1039/b819484j,unknown,,not_attempted,false,high,Supplementary Information; ESI,strong,Supplementary Information; ESI,,supplementary keyword detected with url
mechanism__313_yao_等_2001_preparation_of_novel_uniform_mesoporous_alumina_catalysts_by_the_sol_gel_method,mechanism,313_Yao 等 - 2001 - Preparation of novel uniform mesoporous alumina catalysts by the sol–gel method,,Preparation of novel uniform mesoporous alumina catalysts by the sol–gel method,G:\paper\Sorted_Database\Mechanism\313_Yao 等 - 2001 - Preparation of novel uniform mesoporous alumina catalysts by the sol–gel method.pdf,data\markdown\mechanism\313_Yao 等 - 2001 - Preparation of novel uniform mesoporous alumina catalysts by the sol–gel method.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
mechanism__314_ye_等_2007_formation_and_transformation_of_al13_from_freshly_formed_precipitate_in_partially_neutralized_al_iii,mechanism,314_Ye 等 - 2007 - Formation and transformation of Al13 from freshly formed precipitate in partially neutralized al(III,,Formation and transformation of Al13 from freshly formed precipitate in partially neutralized Al(III) solution,G:\paper\Sorted_Database\Mechanism\314_Ye 等 - 2007 - Formation and transformation of Al13 from freshly formed precipitate in partially neutralized al(III.pdf,data\markdown\mechanism\314_Ye 等 - 2007 - Formation and transformation of Al13 from freshly formed precipitate in partially neutralized al(III.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
mechanism__315_ye_等_2009_k_value_based_ferron_assay_and_its_application,mechanism,315_Ye 等 - 2009 - k-value-based ferron assay and its application,10.1016/j.jcis.2009.02.056,k-Value-based ferron assay and its application,G:\paper\Sorted_Database\Mechanism\315_Ye 等 - 2009 - k-value-based ferron assay and its application.pdf,data\markdown\mechanism\315_Ye 等 - 2009 - k-value-based ferron assay and its application.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1016/j.jcis.2009.02.056; general url present without supplementary keyword; available online
mechanism__316_yucelen_等_2011_formation_of_single_walled_aluminosilicate_nanotubes_from_molecular_precursors_and_curved_nanoscale,mechanism,316_Yucelen 等 - 2011 - Formation of single-walled aluminosilicate nanotubes from molecular precursors and curved nanoscale,,Formation of Single-Walled Aluminosilicate Nanotubes from Molecular Precursors and Curved Nanoscale Intermediates,G:\paper\Sorted_Database\Mechanism\316_Yucelen 等 - 2011 - Formation of single-walled aluminosilicate nanotubes from molecular precursors and curved nanoscale.pdf,data\markdown\mechanism\316_Yucelen 等 - 2011 - Formation of single-walled aluminosilicate nanotubes from molecular precursors and curved nanoscale.md,true,markdown_keyword; pdf_text_keyword,markdown_link,http://pubs.acs.org,unknown,,not_attempted,false,high,Supporting Information; ESI; See Supporting Information,strong,Supporting Information; ESI; See Supporting Information,,supplementary keyword detected with url
mechanism__317_zangrando_等_2006_polymerization_processes_in_al_obu_s_3_sol_gel_solutions_an_investigation_by_laser_desorptionion,mechanism,317_Zangrando 等 - 2006 - Polymerization processes in al(OBu s ) 3 sol‐gel solutions An investigation by laser desorptionion,10.1002/rcm.2642,Polymerization processes in Al(OBu ^s ) 3 sol-gel solutions: an investigation by laser desorption/ionization mass spectrometry,G:\paper\Sorted_Database\Mechanism\317_Zangrando 等 - 2006 - Polymerization processes in al(OBu s ) 3 sol‐gel solutions An investigation by laser desorptionion.pdf,data\markdown\mechanism\317_Zangrando 等 - 2006 - Polymerization processes in al(OBu s ) 3 sol‐gel solutions An investigation by laser desorptionion.md,true,markdown_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#',unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
mechanism__318_zeng_等_2005_post_synthesis_alumination_of_sba_15_in_aqueous_solution_a_versatile_tool_for_the_preparation_of_ac,mechanism,318_Zeng 等 - 2005 - Post-synthesis alumination of SBA-15 in aqueous solution A versatile tool for the preparation of ac,10.1016/j.micromeso.2005.06.031,Post-synthesis alumination of SBA-15 in aqueous solution: A versatile tool for the preparation of acidic Al-SBA-15 supports,G:\paper\Sorted_Database\Mechanism\318_Zeng 等 - 2005 - Post-synthesis alumination of SBA-15 in aqueous solution A versatile tool for the preparation of ac.pdf,data\markdown\mechanism\318_Zeng 等 - 2005 - Post-synthesis alumination of SBA-15 in aqueous solution A versatile tool for the preparation of ac.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1016/j.micromeso.2005.06.031; general url present without supplementary keyword; available online
mechanism__319_zhang_等_2003_novel_sol_gel_synthesis_of_sodium_aluminophosphate_glass_based_on_aluminum_lactate,mechanism,319_Zhang 等 - 2003 - Novel sol−gel synthesis of sodium aluminophosphate glass based on aluminum lactate,,Novel Sol–Gel Synthesis of Sodium Aluminophosphate Glass Based on Aluminum Lactate,G:\paper\Sorted_Database\Mechanism\319_Zhang 等 - 2003 - Novel sol−gel synthesis of sodium aluminophosphate glass based on aluminum lactate.pdf,data\markdown\mechanism\319_Zhang 等 - 2003 - Novel sol−gel synthesis of sodium aluminophosphate glass based on aluminum lactate.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__324_zhang_等_2014_determination_time_of_the_mononuclear_aluminum_species_in_the_hydroxyl_polyaluminum_solution_by_ferr,mechanism,324_Zhang 等 - 2014 - Determination time of the mononuclear aluminum species in the hydroxyl polyaluminum solution by ferr,10.1080/00387010.2014.883543,Determination Time of the Mononuclear Aluminum Species in the Hydroxyl Polyaluminum Solution by Ferron (7-iodine-8-hydroxyquinoline-5-sulfonic Acid)-Timed Spectrometry,G:\paper\Sorted_Database\Mechanism\324_Zhang 等 - 2014 - Determination time of the mononuclear aluminum species in the hydroxyl polyaluminum solution by ferr.pdf,data\markdown\mechanism\324_Zhang 等 - 2014 - Determination time of the mononuclear aluminum species in the hydroxyl polyaluminum solution by ferr.md,true,markdown_keyword,markdown_link,https://doi.org/10.1080/00387010.2014.883543,unknown,,not_attempted,false,high,Supplementary Material,strong,Supplementary Material,,supplementary keyword detected with url
mechanism__329_zhang和eckert_2004_multinuclear_nmr_studies_on_the_sol_gel_preparation_of_sodium_aluminophosphate_glasses,mechanism,329_Zhang和Eckert - 2004 - Multinuclear NMR studies on the sol–gel preparation of sodium aluminophosphate glasses,10.1016/j.ssnmr.2004.03.002,Multinuclear NMR studies on the sol–gel preparation of sodium aluminophosphate glasses,G:\paper\Sorted_Database\Mechanism\329_Zhang和Eckert - 2004 - Multinuclear NMR studies on the sol–gel preparation of sodium aluminophosphate glasses.pdf,data\markdown\mechanism\329_Zhang和Eckert - 2004 - Multinuclear NMR studies on the sol–gel preparation of sodium aluminophosphate glasses.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.ssnmr.2004.03.002
mechanism__330_zhang和eckert_2004_sol_gel_synthesis_of_al2o3_p2o5glasses_mechanistic_studies_by_solution_and_solid_state_nmr,mechanism,330_Zhang和Eckert - 2004 - Sol–gel synthesis of Al2O3–P2O5glasses Mechanistic studies by solution and solid state NMR,10.1039/b400651h,Sol-gel synthesis of Al2O3-P2O5 glasses: mechanistic studies by solution and solid state NMR,G:\paper\Sorted_Database\Mechanism\330_Zhang和Eckert - 2004 - Sol–gel synthesis of Al2O3–P2O5glasses Mechanistic studies by solution and solid state NMR.pdf,data\markdown\mechanism\330_Zhang和Eckert - 2004 - Sol–gel synthesis of Al2O3–P2O5glasses Mechanistic studies by solution and solid state NMR.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1039/b400651h; general url present without supplementary keyword
mechanism__331_zhao_等_2009_effect_of_ph_on_the_aluminum_salts_hydrolysis_during_coagulation_process_formation_and_decompositio,mechanism,331_Zhao 等 - 2009 - Effect of pH on the aluminum salts hydrolysis during coagulation process Formation and decompositio,10.1016/j.jcis.2008.10.020,Effect of pH on the aluminum salts hydrolysis during coagulation process: Formation and decomposition of polymeric aluminum species,G:\paper\Sorted_Database\Mechanism\331_Zhao 等 - 2009 - Effect of pH on the aluminum salts hydrolysis during coagulation process Formation and decompositio.pdf,data\markdown\mechanism\331_Zhao 等 - 2009 - Effect of pH on the aluminum salts hydrolysis during coagulation process Formation and decompositio.md,true,markdown_keyword; pdf_text_keyword,markdown_link,http://www.ScienceDirect.com/)/S/URI,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; available online; online version
mechanism__332_zhao_等_2025_dual_pathways_and_transient_intermediates_reveal_hydrolysis_driven_assembly_of_aluminum_keggin_clust,mechanism,332_Zhao 等 - 2025 - Dual pathways and transient intermediates reveal hydrolysis-driven assembly of aluminum keggin clust,10.1021/acs.inorgchem.5c02626,Dual Pathways and Transient Intermediates Reveal Hydrolysis-Driven Assembly of Aluminum Keggin Clusters,G:\paper\Sorted_Database\Mechanism\332_Zhao 等 - 2025 - Dual pathways and transient intermediates reveal hydrolysis-driven assembly of aluminum keggin clust.pdf,data\markdown\mechanism\332_Zhao 等 - 2025 - Dual pathways and transient intermediates reveal hydrolysis-driven assembly of aluminum keggin clust.md,true,markdown_keyword; pdf_text_keyword,markdown_link,https://pubs.acs.org/doi/10.1021/acs.inorgchem.5c02626,unknown,,not_attempted,false,high,Supporting Information; ESI,strong,Supporting Information; ESI,,supplementary keyword detected with url
mechanism__342_rudolph和schönherr_1991_raman_und_infrarotspektroskopische_untersuchungen_an_konzentrierten_aluminiumsalzlösungen,mechanism,342_Rudolph和Schönherr - 1991 - Raman- und infrarotspektroskopische untersuchungen an konzentrierten aluminiumsalzlösungen,,Raman- und Infrarotspektroskopische Untersuchungen an konzentrierten Aluminiumsalzlösungen,G:\paper\Sorted_Database\Mechanism\342_Rudolph和Schönherr - 1991 - Raman- und infrarotspektroskopische untersuchungen an konzentrierten aluminiumsalzlösungen.pdf,data\markdown\mechanism\342_Rudolph和Schönherr - 1991 - Raman- und infrarotspektroskopische untersuchungen an konzentrierten aluminiumsalzlösungen.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__343_sup_27__sup_al核磁共振波谱法测定环境生物样品中铝研究进展,mechanism,343_sup_27__sup_Al核磁共振波谱法测定环境生物样品中铝研究进展,,综述,G:\paper\Sorted_Database\Mechanism\343_sup_27__sup_Al核磁共振波谱法测定环境生物样品中铝研究进展.pdf,data\markdown\mechanism\343_sup_27__sup_Al核磁共振波谱法测定环境生物样品中铝研究进展.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
rheology__007_两种钛源对钛酸铝溶胶可纺性影响的对比研究,rheology,007_两种钛源对钛酸铝溶胶可纺性影响的对比研究,,两种钛源对钛酸铝溶胶可纺性影响的对比研究,G:\paper\Sorted_Database\Rheology\007_两种钛源对钛酸铝溶胶可纺性影响的对比研究.pdf,data\markdown\rheology\007_两种钛源对钛酸铝溶胶可纺性影响的对比研究.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
rheology__018_干法纺丝中羧酸铝溶胶的流变行为及结构演变模拟,rheology,018_干法纺丝中羧酸铝溶胶的流变行为及结构演变模拟,,干法纺丝中羧酸铝溶胶的流变行为及结构演变模拟,G:\paper\Sorted_Database\Rheology\018_干法纺丝中羧酸铝溶胶的流变行为及结构演变模拟.pdf,data\markdown\rheology\018_干法纺丝中羧酸铝溶胶的流变行为及结构演变模拟.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
rheology__022_拟薄水铝石溶胶性能的影响因素研究,rheology,022_拟薄水铝石溶胶性能的影响因素研究,,拟薄水铝石溶胶性能的影响因素研究,G:\paper\Sorted_Database\Rheology\022_拟薄水铝石溶胶性能的影响因素研究.pdf,data\markdown\rheology\022_拟薄水铝石溶胶性能的影响因素研究.md,true,pdf_text_keyword,markdown_link,http://download.sunman.cn/lcm/product/1/smc1602a.pdf[EB/OL],unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
rheology__043_浅谈氧化铝溶胶制备中溶胶黏度的变化,rheology,043_浅谈氧化铝溶胶制备中溶胶黏度的变化,,浅谈氧化铝溶胶制备中溶胶黏度的变化,G:\paper\Sorted_Database\Rheology\043_浅谈氧化铝溶胶制备中溶胶黏度的变化.pdf,data\markdown\rheology\043_浅谈氧化铝溶胶制备中溶胶黏度的变化.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
rheology__063_钇铝石榴石纤维纺丝原液的制备及结构与流变性研究,rheology,063_钇铝石榴石纤维纺丝原液的制备及结构与流变性研究,,钇铝石榴石纤维纺丝原液的制备及结构与流变性研究,G:\paper\Sorted_Database\Rheology\063_钇铝石榴石纤维纺丝原液的制备及结构与流变性研究.pdf,data\markdown\rheology\063_钇铝石榴石纤维纺丝原液的制备及结构与流变性研究.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
rheology__065_铝基水溶胶体的制备和特性研究,rheology,065_铝基水溶胶体的制备和特性研究,,铝基水溶胶体的制备和特性研究,G:\paper\Sorted_Database\Rheology\065_铝基水溶胶体的制备和特性研究.pdf,data\markdown\rheology\065_铝基水溶胶体的制备和特性研究.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
rheology__120_dressler_等_2008_influence_of_polyvinylpyrrolidone_pvp_on_alumina_sols_prepared_by_a_modified_yoldas_procedure,rheology,120_Dressler 等 - 2008 - Influence of polyvinylpyrrolidone (PVP) on alumina sols prepared by a modified yoldas procedure,,Influence of polyvinylpyrrolidone (PVP) on alumina sols prepared by a modified Yoldas procedure,G:\paper\Sorted_Database\Rheology\120_Dressler 等 - 2008 - Influence of polyvinylpyrrolidone (PVP) on alumina sols prepared by a modified yoldas procedure.pdf,data\markdown\rheology\120_Dressler 等 - 2008 - Influence of polyvinylpyrrolidone (PVP) on alumina sols prepared by a modified yoldas procedure.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
rheology__140_gonzález_等_1992_rheology_of_alumina_sols,rheology,140_González 等 - 1992 - Rheology of alumina sols,,Rheology of alumina sols,G:\paper\Sorted_Database\Rheology\140_González 等 - 1992 - Rheology of alumina sols.pdf,data\markdown\rheology\140_González 等 - 1992 - Rheology of alumina sols.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
rheology__148_hasmaliza_等_inﬂuence_of_alkoxide_molar_ratio_on_rheological_study_of_alumina_sol_for_fiber_preparation,rheology,148_Hasmaliza 等 - Inﬂuence of alkoxide molar ratio on rheological study of alumina sol for fiber preparation,,Influence of Alkoxide Molar Ratio on Rheological Study of Alumina Sol for Fiber Preparation,G:\paper\Sorted_Database\Rheology\148_Hasmaliza 等 - Inﬂuence of alkoxide molar ratio on rheological study of alumina sol for fiber preparation.pdf,data\markdown\rheology\148_Hasmaliza 等 - Inﬂuence of alkoxide molar ratio on rheological study of alumina sol for fiber preparation.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
rheology__152_influence_of_alkoxide_molar_ratio_on_rheological_study,rheology,152_Influence of Alkoxide Molar Ratio on Rheological Study,,Influence of Alkoxide Molar Ratio on Rheological Study of Alumina Sol for Fiber Preparation,G:\paper\Sorted_Database\Rheology\152_Influence of Alkoxide Molar Ratio on Rheological Study.pdf,data\markdown\rheology\152_Influence of Alkoxide Molar Ratio on Rheological Study.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
rheology__154_influence_of_the_synthesis_conditions_on_some_properties_of_boehmite_hydrosols,rheology,154_Influence of the synthesis conditions on some properties of boehmite hydrosols,,Influence of the Synthesis Conditions on Some Properties of Boehmite Hydrosols,G:\paper\Sorted_Database\Rheology\154_Influence of the synthesis conditions on some properties of boehmite hydrosols.pdf,data\markdown\rheology\154_Influence of the synthesis conditions on some properties of boehmite hydrosols.md,true,pdf_text_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#',unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
rheology__242_preparation_structure_and_rheological_behavior_of_yttrium_aluminum_garnet_fiber_precursor,rheology,"242_Preparation, Structure and Rheological Behavior of Yttrium Aluminum Garnet Fiber Precursor",10.1016/j.matchemphys.2008.07.025)/S/URI,Materials science communication,"G:\paper\Sorted_Database\Rheology\242_Preparation, Structure and Rheological Behavior of Yttrium Aluminum Garnet Fiber Precursor.pdf","data\markdown\rheology\242_Preparation, Structure and Rheological Behavior of Yttrium Aluminum Garnet Fiber Precursor.md",false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.matchemphys.2008.07.025)/S/URI; general url present without supplementary keyword
rheology__264_shojaie_bahaabad_等_2008_an_alumina_yag_nanostructured_fiber_prepared_from_an_aqueous_sol_gel_precursor_preparation_rheolog,rheology,"264_Shojaie-Bahaabad 等 - 2008 - An alumina–YAG nanostructured fiber prepared from an aqueous sol–gel precursor Preparation, rheolog",10.1016/j.ceramint.2007.07.032)/S,"An alumina–YAG nanostructured fiber prepared from an aqueous sol–gel precursor: Preparation, rheological behavior and spinnability","G:\paper\Sorted_Database\Rheology\264_Shojaie-Bahaabad 等 - 2008 - An alumina–YAG nanostructured fiber prepared from an aqueous sol–gel precursor Preparation, rheolog.pdf","data\markdown\rheology\264_Shojaie-Bahaabad 等 - 2008 - An alumina–YAG nanostructured fiber prepared from an aqueous sol–gel precursor Preparation, rheolog.md",true,pdf_text_keyword,markdown_link,http://dx.doi.org/10.1016/j.ceramint.2007.07.032)/S,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; available online
rheology__334_zhao_等_2026_synthesis_of_the_biphasic_mullite_precursor_sols_with_low_viscosity_and_high_solid_content,rheology,334_Zhao 等 - 2026 - Synthesis of the biphasic mullite precursor sols with low viscosity and high-solid-content,10.1016/j.matchemphys.2025.131770,Synthesis of the biphasic mullite precursor sols with low viscosity and high-solid-content,G:\paper\Sorted_Database\Rheology\334_Zhao 等 - 2026 - Synthesis of the biphasic mullite precursor sols with low viscosity and high-solid-content.pdf,data\markdown\rheology\334_Zhao 等 - 2026 - Synthesis of the biphasic mullite precursor sols with low viscosity and high-solid-content.md,true,pdf_text_keyword,markdown_link,https://orcid.org/0000-0002-3233-8511,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
applications__003_sio_2_al_2o_3复合中空纤维膜的制备与透氢性能研究_白丽,applications,003_SiO_2_Al_2O_3复合中空纤维膜的制备与透氢性能研究_白丽,,摘 要,G:\paper\Sorted_Database\Applications\003_SiO_2_Al_2O_3复合中空纤维膜的制备与透氢性能研究_白丽.pdf,data\markdown\applications\003_SiO_2_Al_2O_3复合中空纤维膜的制备与透氢性能研究_白丽.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__006_γ_al_2o_3_a_al_2o_3中空纤维复合膜的制备与性能研究_张许,applications,006_Γ-Al_2O_3_A-Al_2O_3中空纤维复合膜的制备与性能研究_张许,,学位论文的主要创新点,G:\paper\Sorted_Database\Applications\006_Γ-Al_2O_3_A-Al_2O_3中空纤维复合膜的制备与性能研究_张许.pdf,data\markdown\applications\006_Γ-Al_2O_3_A-Al_2O_3中空纤维复合膜的制备与性能研究_张许.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__012_基于拟薄水铝石氧化铝气凝胶制备工艺研究,applications,012_基于拟薄水铝石氧化铝气凝胶制备工艺研究,,基于拟薄水铝石氧化铝气凝胶制备研究,G:\paper\Sorted_Database\Applications\012_基于拟薄水铝石氧化铝气凝胶制备工艺研究.pdf,data\markdown\applications\012_基于拟薄水铝石氧化铝气凝胶制备工艺研究.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__028_整装fiber_γ_al_2o_3的涂层制备及其负载ni基催化剂甲烷干气重整研究_盛雯倩,applications,028_整装Fiber@γ-Al_2O_3的涂层制备及其负载Ni基催化剂甲烷干气重整研究_盛雯倩,,![](G:/paper/Al-gel-sol/alumina_sol_extractor/data/outputs/028_整装Fiber@γ-Al_2O_3的涂层制备及其负载Ni基催化剂甲烷干气重整研究_盛雯倩/figures_all/f3381893cb2bdcfc7d19755df7852beaf0bb1e493587b42b98b9d0158799c84f.jpg),G:\paper\Sorted_Database\Applications\028_整装Fiber@γ-Al_2O_3的涂层制备及其负载Ni基催化剂甲烷干气重整研究_盛雯倩.pdf,data\markdown\applications\028_整装Fiber@γ-Al_2O_3的涂层制备及其负载Ni基催化剂甲烷干气重整研究_盛雯倩.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__040_氧化铝纤维负载氧化铈_氧化铜的制备及其光催化性能研究,applications,040_氧化铝纤维负载氧化铈_氧化铜的制备及其光催化性能研究,,佛山科学技术学院,G:\paper\Sorted_Database\Applications\040_氧化铝纤维负载氧化铈_氧化铜的制备及其光催化性能研究.pdf,data\markdown\applications\040_氧化铝纤维负载氧化铈_氧化铜的制备及其光催化性能研究.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__052_纤维增强氧化铝基气凝胶复合材料的制备及性能研究,applications,052_纤维增强氧化铝基气凝胶复合材料的制备及性能研究,,![](G:/paper/Al-gel-sol/alumina_sol_extractor/data/outputs/052_纤维增强氧化铝基气凝胶复合材料的制备及性能研究/figures_all/487558138639d2c48376da48e18c59b1d72985bba824676e376643f3ff551b61.jpg),G:\paper\Sorted_Database\Applications\052_纤维增强氧化铝基气凝胶复合材料的制备及性能研究.pdf,data\markdown\applications\052_纤维增强氧化铝基气凝胶复合材料的制备及性能研究.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
applications__077_aghayan_等_2014_functionalization_of_gamma_alumina_nanofibers_by_alpha_alumina_via_solution_combustion_synthesis,applications,077_Aghayan 等 - 2014 - Functionalization of gamma-alumina nanofibers by alpha-alumina via solution combustion synthesis,10.1016/j.ceramint.2014.04.087,Author's Accepted Manuscript,G:\paper\Sorted_Database\Applications\077_Aghayan 等 - 2014 - Functionalization of gamma-alumina nanofibers by alpha-alumina via solution combustion synthesis.pdf,data\markdown\applications\077_Aghayan 等 - 2014 - Functionalization of gamma-alumina nanofibers by alpha-alumina via solution combustion synthesis.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.ceramint.2014.04.087; general url present without supplementary keyword
applications__084_bahlawane_2001_novel_sol_gel_process_depositing_α_al2o3_for_the_improvement_of_graphite_oxidation_resistance,applications,084_Bahlawane - 2001 - Novel sol–gel process depositing α-Al2O3 for the improvement of graphite oxidation-resistance,,Novel sol–gel process depositing α-Al2O3 for the improvement of graphite oxidation-resistance,G:\paper\Sorted_Database\Applications\084_Bahlawane - 2001 - Novel sol–gel process depositing α-Al2O3 for the improvement of graphite oxidation-resistance.pdf,data\markdown\applications\084_Bahlawane - 2001 - Novel sol–gel process depositing α-Al2O3 for the improvement of graphite oxidation-resistance.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
applications__085_baumann_等_2004_synthesis_of_high_surface_area_alumina_aerogels_without_the_use_of_alkoxide_precursors,applications,085_Baumann 等 - 2004 - Synthesis of high-surface-area alumina aerogels without the use of alkoxide precursors,,Synthesis of High-Surface-Area Alumina Aerogels without the Use of Alkoxide Precursors,G:\paper\Sorted_Database\Applications\085_Baumann 等 - 2004 - Synthesis of high-surface-area alumina aerogels without the use of alkoxide precursors.pdf,data\markdown\applications\085_Baumann 等 - 2004 - Synthesis of high-surface-area alumina aerogels without the use of alkoxide precursors.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
applications__086_bera_等_2021_fabrication_of_sol_gel_derived_cladding_for_sapphire_fibers_and_their_performance_evaluation_under_h,applications,086_Bera 等 - 2021 - Fabrication of sol-gel derived cladding for sapphire fibers and their performance evaluation under h,,Fabrication of Sol-Gel Derived Cladding for Sapphire Fibers and Their Performance Evaluation Under Harsh Environment,G:\paper\Sorted_Database\Applications\086_Bera 等 - 2021 - Fabrication of sol-gel derived cladding for sapphire fibers and their performance evaluation under h.pdf,data\markdown\applications\086_Bera 等 - 2021 - Fabrication of sol-gel derived cladding for sapphire fibers and their performance evaluation under h.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
applications__092_booij_等_1996_preparation_structural_characteristics_and_catalytic_properties_of_large_pore_rare_earth_element_c,applications,"092_Booij 等 - 1996 - Preparation, structural characteristics and catalytic properties of large-pore rare earth element (c",,"PREPARATION, STRUCTURAL CHARACTERISTICS AND CATALYTIC PROPERTIES OF LARGE-PORE RARE EARTH ELEMENT (Ce, La)/Al-PILLARED SMECTITES","G:\paper\Sorted_Database\Applications\092_Booij 等 - 1996 - Preparation, structural characteristics and catalytic properties of large-pore rare earth element (c.pdf","data\markdown\applications\092_Booij 等 - 1996 - Preparation, structural characteristics and catalytic properties of large-pore rare earth element (c.md",true,pdf_text_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
applications__106_cheng_等_2009_electrochemical_behavior_of_lactate_dehydrogenase_immobilized_on_silica_sol_gelnanometre_sized_tri,applications,106_Cheng 等 - 2009 - Electrochemical behavior of lactate dehydrogenase immobilized on “silica sol–gelnanometre-sized tri,10.1039/b823096j,Electrochemical behavior of lactate dehydrogenase immobilized on “silica sol–gel/nanometre-sized tridecameric aluminium polycation” modified gold electrode and its application†,G:\paper\Sorted_Database\Applications\106_Cheng 等 - 2009 - Electrochemical behavior of lactate dehydrogenase immobilized on “silica sol–gelnanometre-sized tri.pdf,data\markdown\applications\106_Cheng 等 - 2009 - Electrochemical behavior of lactate dehydrogenase immobilized on “silica sol–gelnanometre-sized tri.md,true,markdown_keyword,markdown_link,https://doi.org/10.1039/b823096j,unknown,,not_attempted,false,high,Supplementary Information; ESI,strong,Supplementary Information; ESI,,supplementary keyword detected with url
applications__125_farhadi_等_2011_preparation_of_al2o3tio2_composite_sol_gel_fiber_for_headspace_solid_phase_microextraction_of_chlor,applications,125_Farhadi 等 - 2011 - Preparation of Al2O3TiO2 composite sol–gel fiber for headspace solid‐phase microextraction of chlor,10.1002/jssc.201000924,"Khalil Farhadi ^1 Ramin Maleki ^1, 2 Raheleh Tahmasebi ^1, 2",G:\paper\Sorted_Database\Applications\125_Farhadi 等 - 2011 - Preparation of Al2O3TiO2 composite sol–gel fiber for headspace solid‐phase microextraction of chlor.pdf,data\markdown\applications\125_Farhadi 等 - 2011 - Preparation of Al2O3TiO2 composite sol–gel fiber for headspace solid‐phase microextraction of chlor.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1002/jssc.201000924; general url present without supplementary keyword
